,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name
3901,Alto LXi BSIII,100000.0,120000,Petrol,Manual,3rd Owner,2009,624,5,Maruti
3902,Santro Era,400000.0,15000,Petrol,Manual,1st Owner,2019,1396,5,Hyundai
3903,Swift VVT VXI,310000.0,120000,Petrol,Manual,2nd Owner,2014,1197,5,Maruti
3904,i20 Sportz Plus BSIV,565000.0,35000,Petrol,Manual,2nd Owner,2019,1591,5,Hyundai
3905,Scorpio VLS AT 2.2 mHAWK,400000.0,40000,Diesel,Automatic,2nd Owner,2012,1405,5,Mahindra
3906,Scorpio S5 BSIV,875000.0,120000,Diesel,Manual,2nd Owner,2018,1598,5,Mahindra
3907,i20 Magna 1.4 CRDi (Diesel),195000.0,110000,Diesel,Manual,2nd Owner,2012,998,5,Hyundai
3908,Nano Lx BSIII,,15000,Petrol,Manual,1st Owner,2012,1248,5,Tata
3909,i20 1.4 CRDi Magna,195000.0,110000,Diesel,Manual,2nd Owner,2012,1197,5,Hyundai
3910,Swift VXI,550000.0,30000,Petrol,Manual,1st Owner,2020,1197,7,Maruti
3911,Verna 1.6 SX VTVT,410000.0,70000,Petrol,Manual,3rd Owner,2014,1197,5,Hyundai
3912,Indigo LX,110000.0,80000,Diesel,Manual,2nd Owner,2009,1596,5,Tata
3914,Alto K10 VXI,220000.0,43500,Petrol,Manual,1st Owner,2014,1197,5,Maruti
3915,Ritz VDi,165000.0,61367,Diesel,Manual,2nd Owner,2011,1197,5,Maruti
3916,Swift VXI,360000.0,61560,Petrol,Manual,2nd Owner,2015,1396,5,Maruti
3917,i20 Sportz Option 1.2,510000.0,29258,Petrol,Manual,2nd Owner,2015,1197,5,Hyundai
3918,i20 1.2 Magna,180000.0,63538,Petrol,Manual,3rd Owner,2010,1373,5,Hyundai
3919,Fiesta 1.6 SXi ABS,125000.0,126700,Petrol,Manual,1st Owner,2009,1194,5,Ford
3920,Innova 2.5 V Diesel 7-seater,440000.0,197770,Diesel,Manual,1st Owner,2010,1582,7,Toyota
3921,i10 Magna 1.2,179000.0,36049,Petrol,Manual,1st Owner,2010,1497,5,Hyundai
3922,Swift Dzire VXI 1.2,611000.0,18740,Petrol,Manual,1st Owner,2019,999,5,Maruti
3923,i20 Active 1.4 SX,574000.0,26981,Diesel,Manual,1st Owner,2016,2179,5,Hyundai
3924,Swift ZXi BSIV,219000.0,67910,Petrol,Manual,1st Owner,2010,1582,5,Maruti
3925,Ciaz 1.4 Alpha,767000.0,43016,Petrol,Manual,1st Owner,2017,1197,5,Maruti
3926,Freestyle Titanium Petrol BSIV,464000.0,53106,Petrol,Manual,1st Owner,2018,1248,5,Ford
3927,Verna 1.6 SX CRDi (O),367000.0,135298,Diesel,Manual,2nd Owner,2013,1493,5,Hyundai
3928,City 1.5 E MT,236000.0,75525,Petrol,Manual,2nd Owner,2010,1197,5,Honda
3929,Polo 1.0 MPI Comfortline,468000.0,57392,Petrol,Manual,1st Owner,2018,1968,5,Volkswagen
3930,XUV500 W6 2WD,606000.0,121645,Diesel,Manual,2nd Owner,2016,1197,5,Mahindra
3931,Elantra 1.6 SX Option,925000.0,46595,Diesel,Manual,2nd Owner,2018,1497,5,Hyundai
3932,Glanza V,610000.0,38848,Petrol,Manual,1st Owner,2019,1186,5,Toyota
3933,Swift VDI,292000.0,119970,Diesel,Manual,1st Owner,2013,1591,5,Maruti
3934,Creta SX Diesel,1019000.0,60478,Diesel,Manual,1st Owner,2020,1368,5,Hyundai
3935,Xcent 1.2 Kappa S,317000.0,134163,Petrol,Manual,1st Owner,2015,1197,5,Hyundai
3936,A3 35 TDI Premium Plus,1309000.0,67301,Diesel,Automatic,2nd Owner,2015,999,5,Audi
3937,Swift Dzire AMT ZXI Plus,624000.0,15546,Petrol,Automatic,1st Owner,2017,1197,5,Maruti
3938,City 1.5 S MT,305000.0,67713,Petrol,Manual,1st Owner,2011,1197,5,Honda
3939,Aura S Diesel,741000.0,29833,Diesel,Manual,1st Owner,2021,998,5,Hyundai
3940,Creta 1.6 VTVT E Plus,634000.0,84414,Petrol,Manual,1st Owner,2016,1248,5,Hyundai
3941,Linea Classic 1.4 Petrol,332000.0,12179,Petrol,Manual,1st Owner,2015,998,5,Fiat
3942,i20 1.2 Magna Opt,206000.0,116623,Petrol,Manual,2nd Owner,2012,814,5,Hyundai
3943,Rapid 1.0 TSI Rider,708000.0,6233,Petrol,Manual,1st Owner,2021,1197,5,Skoda
3944,i20 Active 1.2 S,514000.0,73891,Petrol,Manual,1st Owner,2017,936,5,Hyundai
3945,i10 Sportz,297000.0,16428,Petrol,Manual,1st Owner,2013,1956,5,Hyundai
3946,Wagon R VXi BSII,164000.0,40831,Petrol,Manual,1st Owner,2011,796,5,Maruti
3947,Swift Dzire VDI,538000.0,84261,Diesel,Manual,1st Owner,2017,1197,5,Maruti
3948,Venue SX Opt Turbo BSIV,853000.0,37938,Petrol,Manual,1st Owner,2019,1197,7,Hyundai
3949,EON Magna Plus,239000.0,55025,Petrol,Manual,1st Owner,2016,998,5,Hyundai
3950,Swift VXI BSIV,477000.0,44888,Petrol,Manual,1st Owner,2018,1461,5,Maruti
3951,Beat Diesel LT,118000.0,55308,Diesel,Manual,1st Owner,2011,2179,5,Chevrolet
3952,Harrier XZ BSIV,1457000.0,19669,Diesel,Manual,1st Owner,2019,1199,5,Tata
3953,Alto 800 VXI,410000.0,4757,Petrol,Manual,1st Owner,2022,1197,5,Maruti
3954,Swift VXI,208000.0,74337,Petrol,Manual,1st Owner,2011,1197,5,Maruti
3955,i10 Magna,176000.0,26693,Petrol,Manual,2nd Owner,2010,1498,7,Hyundai
3956,Wagon R VXI BS IV,311000.0,73549,Petrol,Manual,1st Owner,2016,1197,5,Maruti
3957,Sunny XV D,551000.0,61894,Diesel,Manual,1st Owner,2018,1582,5,Nissan
3959,Sail Hatchback Petrol LT ABS,192000.0,50448,Petrol,Manual,1st Owner,2012,814,5,Chevrolet
3960,Swift ZXI,324000.0,78828,Petrol,Manual,1st Owner,2014,1197,5,Maruti
3961,i10 Asta,303000.0,17725,Petrol,Manual,1st Owner,2013,1461,5,Hyundai
3962,Ecosport 1.5 DV5 MT Titanium,336000.0,126639,Diesel,Manual,2nd Owner,2013,1798,5,Ford
3963,Baleno 1.2 Delta,461000.0,59026,Petrol,Manual,1st Owner,2016,1461,7,Maruti
3964,Creta 1.6 CRDi SX Option,711000.0,122966,Diesel,Manual,1st Owner,2015,998,5,Hyundai
3965,Fortuner 4x2 AT,1260000.0,86024,Diesel,Automatic,3rd Owner,2014,998,5,Toyota
3967,Swift VXI,280000.0,30639,Petrol,Manual,1st Owner,2013,1248,6,Maruti
3968,Micra Diesel XV Premium,230000.0,61258,Diesel,Manual,1st Owner,2011,1086,5,Nissan
3969,Corolla Altis GL MT,924000.0,13392,Petrol,Manual,1st Owner,2017,1197,5,Toyota
3970,Duster 85PS Diesel RxS,742000.0,65885,Diesel,Manual,1st Owner,2019,1956,5,Renault
3971,Wagon R VXI BS IV,175000.0,77989,Petrol,Manual,1st Owner,2011,1197,5,Maruti
3972,Alto K10 2010-2014 VXI,144000.0,67110,Petrol,Manual,1st Owner,2011,1373,5,Maruti
3973,Pajero Sport 4X4,980000.0,112912,Diesel,Manual,1st Owner,2014,1396,5,Mitsubishi
3974,Swift Dzire VDI,334000.0,123040,Diesel,Manual,1st Owner,2013,1197,5,Maruti
3975,i10 Sportz 1.1L,338000.0,25842,Petrol,Manual,1st Owner,2016,1197,5,Hyundai
3976,Ignis Delta,577000.0,9453,Petrol,Manual,1st Owner,2022,1086,5,Maruti
3977,Hector Plus Sharp Diesel MT,1787000.0,53449,Diesel,Manual,1st Owner,2021,1199,5,MG
3978,Grand i10 Nios AMT Sportz,614000.0,20688,Petrol,Automatic,1st Owner,2019,1497,5,Hyundai
3979,Ciaz ZXi Plus,592000.0,64535,Petrol,Manual,1st Owner,2017,1582,5,Maruti
3980,Indigo LX BSIV,127000.0,140277,Diesel,Manual,1st Owner,2011,998,5,Tata
3981,Swift LXI,422000.0,35430,Petrol,Manual,1st Owner,2018,1197,7,Maruti
3982,Swift VXI,225000.0,134059,Petrol,Manual,2nd Owner,2013,1197,5,Maruti
3983,i10 Era,126000.0,118858,Petrol,Manual,1st Owner,2008,1199,7,Hyundai
3984,Jazz VX,578000.0,91449,Petrol,Manual,1st Owner,2019,1248,7,Honda
3985,City VX MT,980000.0,31901,Petrol,Manual,1st Owner,2019,1248,5,Honda
3986,Verna 1.6 CRDI AT SX Option,560000.0,170290,Diesel,Automatic,1st Owner,2016,1248,5,Hyundai
3987,S-Presso VXI Plus 2019-2022,422000.0,29371,Petrol,Manual,1st Owner,2021,1373,5,Maruti
3988,i20 Active 1.2 SX,584000.0,29723,Petrol,Manual,1st Owner,2016,1198,7,Hyundai
3989,Swift Dzire VXI 1.2,445000.0,97679,Petrol,Manual,2nd Owner,2017,1197,5,Maruti
3990,Tiago XZA Plus,580000.0,25175,Petrol,Automatic,1st Owner,2020,998,5,Tata
3991,Ertiga VDI,499000.0,72875,Diesel,Manual,1st Owner,2014,2179,7,Maruti
3992,Vitara Brezza VDi,675000.0,77493,Diesel,Manual,1st Owner,2017,1197,5,Maruti
3993,Ertiga VDI,428000.0,216228,Diesel,Manual,1st Owner,2013,1498,5,Maruti
3995,Fabia 1.2 MPI Elegance,173000.0,42989,Petrol,Manual,1st Owner,2011,1198,5,Skoda
3996,Baleno 1.2 Alpha,569000.0,98193,Petrol,Manual,1st Owner,2018,1197,5,Maruti
3997,Alto K10 2010-2014 VXI,173000.0,44557,Petrol,Manual,2nd Owner,2013,1197,5,Maruti
3998,Hexa XTA,1113000.0,25331,Diesel,Automatic,1st Owner,2017,1995,7,Tata
3999,Swift Dzire AMT ZXI Plus,653000.0,32459,Petrol,Automatic,1st Owner,2018,998,5,Maruti
4000,Ecosport 1.5 Diesel Titanium Plus BSIV,760000.0,19272,Diesel,Manual,1st Owner,2018,1199,5,Ford
4001,Innova 2.5 VX (Diesel) 7 Seater BS IV,563000.0,195346,Diesel,Manual,1st Owner,2013,2179,5,Toyota
4002,Nexon 1.2 Revotron XZ Plus,754000.0,8635,Petrol,Manual,1st Owner,2019,1197,5,Tata
4003,Swift Dzire ZXI Plus AT,750000.0,13499,Petrol,Automatic,1st Owner,2020,1498,5,Maruti
4004,Baleno Zeta,691000.0,21094,Petrol,Manual,1st Owner,2021,1197,5,Maruti
4005,3 Series 320d,691000.0,54206,Diesel,Automatic,1st Owner,2011,1248,5,BMW
4006,Zen Estilo VXI BSIV,144000.0,59807,Petrol,Manual,2nd Owner,2010,1248,5,Maruti
4007,Fabia 1.2L Diesel Elegance,240000.0,96874,Diesel,Manual,1st Owner,2012,814,5,Skoda
4008,XUV500 W10 2WD,975000.0,100746,Diesel,Manual,1st Owner,2017,1248,5,Mahindra
4009,Swift Dzire VXI 1.2,573000.0,24117,Petrol,Manual,1st Owner,2018,1194,7,Maruti
4010,Aspire 1.5 TDCi Titanium,465000.0,70611,Diesel,Manual,1st Owner,2017,1396,7,Ford
4011,Baleno Zeta,717000.0,17771,Petrol,Manual,1st Owner,2021,998,5,Maruti
4012,Vitara Brezza ZDi,824000.0,57231,Diesel,Manual,1st Owner,2019,2179,6,Maruti
4013,SX4 S Cross DDiS 200 Alpha,521000.0,171931,Diesel,Manual,1st Owner,2016,1373,5,Maruti
4014,EON Magna Plus,239000.0,19311,Petrol,Manual,1st Owner,2015,1956,7,Hyundai
4015,SX4 S Cross Alpha DDiS 200 SH,616000.0,86226,Diesel,Manual,1st Owner,2017,1198,5,Maruti
4016,Freestyle Titanium Plus Petrol BSIV,562000.0,26404,Petrol,Manual,1st Owner,2018,1197,5,Ford
4017,Indigo LX TDI BSIII,183000.0,272610,Diesel,Manual,1st Owner,2015,2179,5,Tata
4018,Venue SX Plus Turbo DCT BSIV,1019000.0,59215,Petrol,Automatic,1st Owner,2019,1591,5,Hyundai
4019,XUV500 W9 2WD,991000.0,47839,Diesel,Manual,1st Owner,2017,1197,5,Mahindra
4020,Ertiga VXI,472000.0,22718,Petrol,Manual,1st Owner,2015,1497,5,Maruti
4021,Harrier XZ BSIV,1419000.0,38807,Diesel,Manual,1st Owner,2019,998,5,Tata
4022,KUV 100 mFALCON D75 K4,325000.0,48995,Diesel,Manual,1st Owner,2017,1197,5,Mahindra
4023,Ignis Sigma,492000.0,15536,Petrol,Manual,1st Owner,2021,1591,5,Maruti
4024,Scorpio VLX 2WD 7 Str BSIII,326000.0,159581,Diesel,Manual,1st Owner,2009,998,5,Mahindra
4025,Creta 1.6 VTVT E Plus,702000.0,112955,Petrol,Manual,1st Owner,2018,1396,5,Hyundai
4026,i20 Sportz 1.2,418000.0,47654,Petrol,Manual,2nd Owner,2015,1396,7,Hyundai
4027,City 1.5 V MT,292000.0,72616,Petrol,Manual,2nd Owner,2010,1197,5,Honda
4028,Alto K10 VXI,228000.0,70524,Petrol,Manual,2nd Owner,2015,1248,7,Maruti
4029,Swift VXI,383000.0,71962,Petrol,Manual,1st Owner,2015,2179,5,Maruti
4030,Verna 1.6 SX VTVT,345000.0,42078,Petrol,Manual,3rd Owner,2012,1197,5,Hyundai
4032,Indigo LX TDI BSIII,139000.0,188395,Diesel,Manual,1st Owner,2013,1197,5,Tata
4033,Indigo LX BSIV,127000.0,121908,Diesel,Manual,1st Owner,2012,998,5,Tata
4034,i20 Active 1.2 SX,517000.0,85181,Petrol,Manual,1st Owner,2016,1591,5,Hyundai
4035,Swift VDI BSIV,380000.0,69264,Diesel,Manual,1st Owner,2014,1390,7,Maruti
4036,XUV500 W10 2WD,717000.0,120838,Diesel,Manual,3rd Owner,2015,1197,7,Mahindra
4037,Grand i10 Magna,312000.0,99065,Petrol,Manual,1st Owner,2015,814,7,Hyundai
4038,Bolero SLX,400000.0,51482,Diesel,Manual,1st Owner,2013,999,6,Mahindra
4039,Swift VXI,651000.0,6546,Petrol,Manual,1st Owner,2021,1248,5,Maruti
4040,Alto K10 VXI,255000.0,37331,Petrol,Manual,2nd Owner,2016,999,5,Maruti
4041,Verna VTVT 1.6 SX Option,769000.0,88650,Petrol,Manual,2nd Owner,2018,1198,5,Hyundai
4042,Jetta 1.4 TSI Comfortline,531000.0,32291,Petrol,Manual,1st Owner,2014,1197,5,Volkswagen
4043,Ignis 1.2 Alpha BSIV,427000.0,110069,Petrol,Manual,1st Owner,2018,998,5,Maruti
4044,EON Era Plus,221000.0,45039,Petrol,Manual,1st Owner,2015,998,5,Hyundai
4045,Triber RXT BSIV,553000.0,21506,Petrol,Manual,1st Owner,2020,1498,5,Renault
4046,Ertiga VDI,508000.0,111930,Diesel,Manual,1st Owner,2015,1197,5,Maruti
4047,Triber RXE,544000.0,47993,Petrol,Manual,1st Owner,2021,998,7,Renault
4048,KUV 100 mFALCON G80 K8 AW,352000.0,24318,Petrol,Manual,1st Owner,2017,1199,5,Mahindra
4049,Aura S CNG,724000.0,67085,Cng,Manual,1st Owner,2020,998,5,Hyundai
4051,Sonet HTK Plus Turbo DCT,793000.0,13633,Petrol,Automatic,1st Owner,2020,796,5,Kia
4052,City i-DTEC V,801000.0,83027,Diesel,Manual,1st Owner,2018,998,5,Honda
4053,Swift Dzire VXI 1.2,520000.0,20582,Petrol,Manual,1st Owner,2017,796,5,Maruti
4054,Baleno RS 1.0 Petrol,569000.0,34302,Petrol,Manual,1st Owner,2017,1462,5,Maruti
4055,WR-V i-VTEC VX,646000.0,25943,Petrol,Manual,2nd Owner,2018,1197,5,Honda
4056,Venue SX Turbo,991000.0,9902,Petrol,Manual,1st Owner,2021,796,5,Hyundai
4057,Fortuner 2.8 4WD AT BSIV,2225000.0,132566,Diesel,Automatic,1st Owner,2017,1120,5,Toyota
4058,Alto 800 LXI,500000.0,89096,Petrol,Manual,1st Owner,2016,1591,5,Maruti
4059,S-Presso VXI 2019-2022,451000.0,21538,Petrol,Manual,1st Owner,2019,1364,5,Maruti
4060,Alto 800 LXI,199000.0,21325,Petrol,Manual,2nd Owner,2015,1199,5,Maruti
4062,Venue S Plus,788000.0,16591,Petrol,Manual,1st Owner,2021,796,5,Hyundai
4063,Alto LXi BSIII,150000.0,72380,Petrol,Manual,2nd Owner,2010,998,5,Maruti
4064,Xcent 1.1 CRDi SX,350000.0,105563,Diesel,Manual,2nd Owner,2015,998,5,Hyundai
4065,Verna VTVT 1.6 EX,690000.0,53092,Petrol,Manual,1st Owner,2018,1198,5,Hyundai
4066,Etios Liva GD,220000.0,149852,Diesel,Manual,1st Owner,2011,1950,5,Toyota
4067,Jazz 1.2 V i VTEC,425000.0,29587,Petrol,Manual,1st Owner,2015,1950,5,Honda
4068,Accord V6 AT,3000000.0,60585,Petrol,Automatic,1st Owner,2017,1991,5,Honda
4069,Alto 800 LXI,185000.0,72962,Petrol,Manual,1st Owner,2013,1997,6,Maruti
4071,Alto K10 VXI,295000.0,35420,Petrol,Manual,1st Owner,2017,1998,5,Maruti
4072,Brio E MT,270000.0,86882,Petrol,Manual,1st Owner,2015,1462,5,Honda
4073,GLC 220d 4MATIC,5650000.0,24000,Diesel,Automatic,1st Owner,2020,998,5,Mercedes-Benz
4074,GLE 300d,8900000.0,13000,Diesel,Automatic,1st Owner,2021,1197,5,Mercedes-Benz
4075,GLC 200,6100000.0,15000,Petrol,Automatic,1st Owner,2021,1199,5,Mercedes-Benz
4076,F-Pace 2.0 R-Dynamic S Diesel,7400000.0,9900,Diesel,Automatic,1st Owner,2021,1968,5,Jaguar
4077,Rover Range Rover 4.4 Diesel LWB Autobiography,19000000.0,68500,Diesel,Automatic,1st Owner,2019,1968,5,Land
4078,X4 xDrive30i M Sport Silver Shadow Edition,7450000.0,7600,Petrol,Automatic,1st Owner,2022,1995,5,BMW
4079,XL6 Zeta,990000.0,8349,Petrol,Manual,1st Owner,2021,1461,5,Maruti
4080,Alto K10 VXI AGS Optional,335000.0,8804,Petrol,Automatic,1st Owner,2018,1498,5,Maruti
4081,Swift Dzire VXI,459000.0,39592,Petrol,Manual,1st Owner,2017,1995,5,Maruti
4082,Nexon XZA Plus (O) AMT,973000.0,11251,Petrol,Automatic,1st Owner,2020,1199,5,Tata
4083,A3 35 TDI Premium Plus,2580000.0,39000,Diesel,Automatic,1st Owner,2020,1086,5,Audi
4085,5 Series 520d Sedan,1000000.0,60000,Diesel,Automatic,1st Owner,2012,1999,7,BMW
4086,Duster RXZ AWD,325000.0,96000,Diesel,Manual,2nd Owner,2013,1199,7,Renault
4088,X3 xDrive20d,1300000.0,82000,Diesel,Automatic,1st Owner,2012,2179,5,BMW
4090,i10 Era,190000.0,93000,Petrol,Manual,2nd Owner,2011,1199,5,Hyundai
4091,S 80 D5,1300000.0,81000,Diesel,Automatic,2nd Owner,2016,1399,5,Volvo
4092,Rover Range Rover Evoque 2.0 TD4 SE,1300000.0,81000,Diesel,Automatic,2nd Owner,2016,1498,5,Land
4094,Fortuner 2.8 4WD AT BSIV,2700000.0,79000,Diesel,Automatic,1st Owner,2017,998,5,Toyota
4095,Safari Storme EX,400000.0,120000,Diesel,Manual,3rd Owner,2013,1461,5,Tata
4096,X7 xDrive 40i,11500000.0,39000,Petrol,Automatic,1st Owner,2019,799,5,BMW
4097,Tiago 1.2 Revotron XT,325000.0,50000,Petrol,Manual,2nd Owner,2018,2143,5,Tata
4098,Figo Diesel LXI,160000.0,90000,Diesel,Manual,1st Owner,2012,1461,5,Ford
4099,Ecosport 1.5 DV5 MT Titanium,549000.0,50000,Diesel,Manual,1st Owner,2014,1598,5,Ford
4100,Camry Hybrid 2.5,4090000.0,20000,Petrol,Automatic,1st Owner,2019,1298,5,Toyota
4101,Wagon R VXI BSIII,300000.0,70000,Petrol,Manual,2nd Owner,2013,1950,5,Maruti
4102,Duster 85PS Diesel RxL Optional,450000.0,100000,Diesel,Manual,1st Owner,2012,1197,5,Renault
4103,KWID RXL,270000.0,20000,Petrol,Manual,2nd Owner,2018,1248,2,Renault
4104,GLE 250d,4400000.0,49000,Diesel,Automatic,1st Owner,2017,1197,5,Mercedes-Benz
4105,Terrano XL Plus 85 PS,435000.0,100000,Diesel,Manual,3rd Owner,2015,1995,5,Nissan
4107,Swift ZXI ABS,160000.0,61560,Petrol,Manual,3rd Owner,2007,1086,7,Maruti
4108,E-Class Expression E 220 d BSIV,5800000.0,17000,Diesel,Automatic,1st Owner,2020,796,8,Mercedes-Benz
4109,Swift VXI,680000.0,15000,Petrol,Manual,1st Owner,2021,1950,5,Maruti
4110,Ritz VDi,115000.0,162000,Diesel,Manual,4th Owner,2009,2179,5,Maruti
4112,X3 xDrive 20d Luxury Line,6000000.0,19000,Diesel,Automatic,1st Owner,2021,2143,5,BMW
4113,Bolero Pik Up Extra Long CBC 1.7T,610000.0,80000,Diesel,Manual,1st Owner,2019,1997,5,Mahindra
4114,Santro Xing XG eRLX Euro II,,110000,Petrol,Manual,5th Owner,2004,1199,7,Hyundai
4116,GLC Coupe 300d 4MATIC,7150000.0,24900,Diesel,Automatic,1st Owner,2021,1248,5,Mercedes-Benz
4118,Xylo D2,300000.0,70000,Diesel,Manual,1st Owner,2010,2143,5,Mahindra
4119,E-Class 220 CDI,989000.0,180000,Diesel,Automatic,1st Owner,2012,1396,7,Mercedes-Benz
4120,XF 2.0 Petrol Prestige,4700000.0,7500,Petrol,Automatic,1st Owner,2020,796,5,Jaguar
4121,Tiago 1.2 Revotron XZ,283000.0,90000,Petrol,Manual,1st Owner,2016,1993,6,Tata
4122,CR-V 2.4L 2WD AT,200000.0,120000,Petrol,Automatic,3rd Owner,2005,1956,5,Honda
4123,SX4 VDI,180000.0,110000,Diesel,Manual,2nd Owner,2011,1197,7,Maruti
4126,i20 Asta Option 1.4 CRDi,500000.0,90000,Diesel,Manual,3rd Owner,2015,2179,7,Hyundai
4127,Alto LX,,50000,Petrol,Manual,2nd Owner,2002,1497,5,Maruti
4128,C-Class C 220d,6200000.0,4000,Diesel,Automatic,1st Owner,2022,1598,5,Mercedes-Benz
4130,Grand i10 Nios Magna,550000.0,50000,Petrol,Manual,1st Owner,2020,1086,5,Hyundai
4131,Thar CRDe,550000.0,70000,Diesel,Manual,2nd Owner,2016,998,5,Mahindra
4132,S-Class S 350 d,4775000.0,13000,Diesel,Automatic,2nd Owner,2014,1197,5,Mercedes-Benz
4134,City i VTEC S,505000.0,69088,Petrol,Manual,2nd Owner,2015,1396,7,Honda
4135,Rapid 1.6 TDI Elegance,286000.0,105633,Diesel,Manual,1st Owner,2012,1197,7,Skoda
4138,Wagon R VXI BS IV,293000.0,50340,Petrol,Manual,1st Owner,2015,2179,7,Maruti
4139,Baleno 1.2 Delta,491000.0,26320,Petrol,Manual,1st Owner,2017,1199,5,Maruti
4140,X5 xDrive 30d xLine,8300000.0,25000,Diesel,Automatic,1st Owner,2020,796,5,BMW
4142,Swift VXi BSIV,186000.0,87263,Petrol,Manual,2nd Owner,2010,1197,5,Maruti
4143,Fortuner 4x2 Manual,1414000.0,94505,Diesel,Manual,2nd Owner,2015,1956,5,Toyota
4145,XUV500 W8 FWD,462000.0,81153,Diesel,Manual,2nd Owner,2013,1995,5,Mahindra
4146,Tiago 1.2 Revotron XT,369000.0,95034,Petrol,Manual,1st Owner,2018,799,5,Tata
4147,Alto 800 VXI,409000.0,5550,Petrol,Manual,1st Owner,2022,1582,5,Maruti
4148,GLS 350d Grand Edition,5950000.0,45000,Diesel,Automatic,2nd Owner,2016,998,5,Mercedes-Benz
4149,i20 Sportz Plus CVT BSIV,689000.0,33013,Petrol,Automatic,1st Owner,2019,2143,5,Hyundai
4150,Harrier Camo XZ Plus,1561000.0,7585,Diesel,Manual,1st Owner,2021,1197,5,Tata
4151,Fortuner 3.0 Diesel,703000.0,89611,Diesel,Manual,4th Owner,2010,1497,5,Toyota
4152,5 Series 520d Luxury Line,4800000.0,29000,Diesel,Automatic,1st Owner,2019,999,5,BMW
4154,Verna 1.6 SX CRDI (O) AT,508000.0,74750,Diesel,Automatic,1st Owner,2014,1956,5,Hyundai
4155,Zen Estilo VXI BSIV,159000.0,58282,Petrol,Manual,2nd Owner,2011,1086,5,Maruti
4156,GLE 250d,5600000.0,45000,Diesel,Automatic,1st Owner,2019,2184,5,Mercedes-Benz
4157,Grand i10 1.2 Kappa Sportz BSIV,495000.0,32126,Petrol,Manual,1st Owner,2019,1998,5,Hyundai
4158,City i VTEC V,640000.0,79927,Petrol,Manual,1st Owner,2016,1197,5,Honda
4159,KWID 1.0 RXL,386000.0,10879,Petrol,Manual,1st Owner,2020,1199,5,Renault
4160,Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000.0,40000,Petrol,Automatic,1st Owner,2019,1248,4,Land
4161,Compass 2.0 Limited Plus,1721000.0,42446,Diesel,Manual,1st Owner,2020,1995,5,Jeep
4162,i10 Magna 1.1L,178000.0,63363,Petrol,Manual,3rd Owner,2011,814,5,Hyundai
4163,Thar LX 4-Str Hard Top Diesel AT,1558000.0,17280,Diesel,Automatic,2nd Owner,2020,624,5,Mahindra
4164,XC60 B5 Inscripition,6850000.0,7000,Petrol,Automatic,1st Owner,2022,1462,5,Volvo
4166,Polo Diesel Comfortline 1.2L,207000.0,56141,Diesel,Manual,2nd Owner,2011,814,5,Volkswagen
4167,Swift Dzire VDI,323000.0,172476,Diesel,Manual,1st Owner,2013,1248,5,Maruti
4168,X1 sDrive 20d xLine,3000000.0,25000,Diesel,Automatic,1st Owner,2019,2179,5,BMW
4169,EON Era Plus,201000.0,67062,Petrol,Manual,2nd Owner,2015,2143,5,Hyundai
4170,Nano Twist XT,,27388,Petrol,Manual,2nd Owner,2015,1198,5,Tata
4171,Urban cruiser High,938000.0,4928,Petrol,Manual,1st Owner,2021,1198,5,Toyota
4172,Ghibli Diesel BSIV,6600000.0,12000,Diesel,Automatic,1st Owner,2016,796,5,Maserati
4174,Vitara Brezza ZDi Plus,617000.0,82110,Diesel,Manual,2nd Owner,2016,1197,5,Maruti
4175,XUV500 W10 2WD,775000.0,86964,Diesel,Manual,2nd Owner,2015,1399,5,Mahindra
4176,C-Class C 220 CDI Avantgarde,2150000.0,37000,Diesel,Automatic,2nd Owner,2015,1086,5,Mercedes-Benz
4177,Polo Petrol Highline 1.2L,324000.0,39971,Petrol,Manual,1st Owner,2013,1991,5,Volkswagen
4178,Polo 1.2 MPI Highline,364000.0,55783,Petrol,Manual,2nd Owner,2014,1497,5,Volkswagen
4179,Alto 800 LXI,171000.0,52654,Petrol,Manual,1st Owner,2013,1582,5,Maruti
4180,Cayenne Diesel Platinum Edition,5800000.0,50000,Diesel,Automatic,1st Owner,2016,1461,5,Porsche
4181,Swift VXI,598000.0,17331,Petrol,Manual,1st Owner,2021,1997,5,Maruti
4182,Figo Diesel ZXI,153000.0,76438,Diesel,Manual,1st Owner,2011,1956,5,Ford
4183,i10 Magna 1.1L,103000.0,85035,Petrol,Manual,3rd Owner,2008,998,5,Hyundai
4184,E-Class Exclusive E 200,6700000.0,8900,Petrol,Automatic,1st Owner,2021,1498,5,Mercedes-Benz
4185,City i VTEC V,461000.0,85004,Petrol,Manual,2nd Owner,2014,1950,5,Honda
4186,Verna SX CRDi AT,518000.0,72229,Diesel,Automatic,1st Owner,2014,1461,7,Hyundai
4187,Terrano XL 85 PS,392000.0,97972,Diesel,Manual,2nd Owner,2014,1248,7,Nissan
4188,Rover Range Rover Sport 2.0 Petrol HSE,11400000.0,19500,Petrol,Automatic,1st Owner,2020,1194,5,Land
4190,Celerio ZXI Optional AMT BSIV,439000.0,68911,Petrol,Automatic,1st Owner,2018,2179,5,Maruti
4191,City i DTEC SV,439000.0,105767,Diesel,Manual,3rd Owner,2015,814,5,Honda
